City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed
Delhi,FRAUD,69,M,Explosives,Yes
Kalyan,FIREARM OFFENSE,12,F,Blunt Object,No
Bangalore,HOMICIDE,19,F,None,No
Delhi,FIREARM OFFENSE,26,F,Blunt Object,No
Chennai,SEXUAL ASSAULT,66,F,Blunt Object,No
Mumbai,ROBBERY,73,F,Firearm,Yes
Meerut,ARSON,61,F,None,No
Ludhiana,COUNTERFEITING,64,M,Firearm,Yes
Delhi,VEHICLE - STOLEN,34,F,Other,Yes
Delhi,SHOPLIFTING,47,F,Knife,No
Hyderabad,HOMICIDE,11,F,Explosives,Yes
Lucknow,VANDALISM,14,F,Blunt Object,No
Vasai,COUNTERFEITING,38,F,Poison,Yes
Hyderabad,VANDALISM,43,F,Other,No
Bangalore,KIDNAPPING,22,F,Poison,No
Ahmedabad,FIREARM OFFENSE,13,M,Explosives,Yes
Visakhapatnam,DOMESTIC VIOLENCE,33,M,Other,Yes
Rajkot,HOMICIDE,49,M,Knife,Yes
Delhi,COUNTERFEITING,74,M,Other,Yes
Chennai,VEHICLE - STOLEN,47,F,Poison,No
Pune,EXTORTION,68,F,Knife,Yes
Kolkata,SEXUAL ASSAULT,26,M,Poison,Yes
Pune,IDENTITY THEFT,34,M,Blunt Object,No
Mumbai,ILLEGAL POSSESSION,52,M,Other,No
Patna,ARSON,59,F,Other,No
Mumbai,COUNTERFEITING,29,M,Firearm,Yes
Delhi,CYBERCRIME,11,M,Blunt Object,No
Ahmedabad,KIDNAPPING,78,F,Firearm,No
Jaipur,PUBLIC INTOXICATION,24,F,Other,Yes
Ghaziabad,VEHICLE - STOLEN,31,F,Firearm,No
Kolkata,BURGLARY,14,F,Other,No
Mumbai,ILLEGAL POSSESSION,64,M,Blunt Object,Yes
Chennai,ASSAULT,73,F,Knife,No
Ludhiana,ASSAULT,48,M,Poison,No
Mumbai,FIREARM OFFENSE,30,M,Firearm,Yes
Mumbai,ILLEGAL POSSESSION,61,F,Knife,No
Ghaziabad,SEXUAL ASSAULT,13,F,Explosives,Yes
Mumbai,ROBBERY,79,F,Knife,Yes
Pune,TRAFFIC VIOLATION,36,M,Knife,No
Ludhiana,KIDNAPPING,11,F,Explosives,Yes
Hyderabad,KIDNAPPING,37,M,Knife,No
Nagpur,TRAFFIC VIOLATION,43,F,None,Yes
Ludhiana,ROBBERY,51,F,Firearm,Yes
Bangalore,ROBBERY,53,F,Knife,No
Nagpur,PUBLIC INTOXICATION,71,F,Other,No
Chennai,VANDALISM,75,M,Explosives,No
Kolkata,VANDALISM,20,M,Poison,No
Jaipur,SHOPLIFTING,61,F,Knife,Yes
Mumbai,PUBLIC INTOXICATION,27,M,Knife,No
Pune,VANDALISM,63,F,Other,No
Chennai,KIDNAPPING,48,M,Other,No
Hyderabad,VEHICLE - STOLEN,30,F,None,No
Kolkata,SEXUAL ASSAULT,73,F,Firearm,Yes
Mumbai,FIREARM OFFENSE,67,F,Other,No
Indore,ASSAULT,10,F,Knife,Yes
Visakhapatnam,CYBERCRIME,21,F,Knife,Yes
Bangalore,ARSON,75,F,None,No
Vasai,VEHICLE - STOLEN,44,F,Explosives,No
Delhi,DRUG OFFENSE,31,F,None,Yes
Ahmedabad,IDENTITY THEFT,13,F,None,Yes
Varanasi,FIREARM OFFENSE,30,F,Firearm,Yes
Hyderabad,VEHICLE - STOLEN,51,F,Other,No
Mumbai,IDENTITY THEFT,27,F,Firearm,No
Kanpur,ROBBERY,21,F,None,No
Ludhiana,FIREARM OFFENSE,56,F,Knife,No
Bangalore,PUBLIC INTOXICATION,72,M,Firearm,No
Delhi,VANDALISM,69,M,Poison,Yes
Pune,EXTORTION,13,M,Other,Yes
Mumbai,BURGLARY,22,F,Poison,No
Ludhiana,DRUG OFFENSE,25,F,Knife,No
Agra,PUBLIC INTOXICATION,40,F,Poison,No
Chennai,ARSON,16,F,Firearm,No
Jaipur,BURGLARY,59,M,None,Yes
Nagpur,SHOPLIFTING,65,F,Knife,No
Jaipur,KIDNAPPING,53,F,Knife,Yes
Kolkata,IDENTITY THEFT,16,M,Blunt Object,Yes
Bangalore,ROBBERY,20,F,Poison,No
Bangalore,CYBERCRIME,65,F,Other,No
Hyderabad,VEHICLE - STOLEN,24,M,Blunt Object,No
Srinagar,EXTORTION,55,F,Explosives,No
Bangalore,SHOPLIFTING,11,F,Poison,Yes
Pune,PUBLIC INTOXICATION,12,F,Explosives,Yes
Chennai,TRAFFIC VIOLATION,35,F,Other,Yes
Bangalore,DOMESTIC VIOLENCE,70,M,Explosives,Yes
Mumbai,IDENTITY THEFT,55,F,Poison,No
Jaipur,SHOPLIFTING,41,M,Firearm,Yes
Nagpur,HOMICIDE,41,F,Firearm,Yes
Mumbai,ROBBERY,41,F,Knife,Yes
Jaipur,VEHICLE - STOLEN,46,F,None,Yes
Bangalore,TRAFFIC VIOLATION,78,F,Knife,No
Chennai,CYBERCRIME,20,F,Explosives,Yes
Delhi,ROBBERY,15,F,Poison,Yes
Bangalore,BURGLARY,70,M,Poison,No
Jaipur,CYBERCRIME,52,M,Explosives,No
Mumbai,EXTORTION,38,F,Knife,Yes
Lucknow,BURGLARY,16,F,Firearm,No
Pune,FRAUD,32,F,Other,Yes
Srinagar,COUNTERFEITING,29,M,None,Yes
Indore,FIREARM OFFENSE,25,F,Other,Yes
Mumbai,EXTORTION,46,F,Poison,Yes
Pune,DRUG OFFENSE,70,F,Explosives,Yes
Delhi,PUBLIC INTOXICATION,51,M,Other,No
Delhi,DRUG OFFENSE,42,F,Poison,Yes
Bangalore,COUNTERFEITING,25,M,Other,No
Delhi,EXTORTION,34,F,Firearm,Yes
Kolkata,IDENTITY THEFT,53,M,Explosives,No
Mumbai,ILLEGAL POSSESSION,77,F,Firearm,Yes
Bhopal,DOMESTIC VIOLENCE,48,F,Blunt Object,Yes
Mumbai,ROBBERY,46,M,Blunt Object,No
Srinagar,PUBLIC INTOXICATION,66,F,Firearm,No
Agra,PUBLIC INTOXICATION,47,M,None,Yes
Kalyan,TRAFFIC VIOLATION,77,M,None,Yes
Ahmedabad,HOMICIDE,12,M,Poison,Yes
Kolkata,COUNTERFEITING,59,F,Firearm,No
Pune,SHOPLIFTING,19,M,None,Yes
Chennai,SHOPLIFTING,18,F,None,Yes
Delhi,CYBERCRIME,25,F,Poison,No
Agra,CYBERCRIME,60,F,Knife,Yes
Mumbai,CYBERCRIME,32,F,None,Yes
Chennai,SHOPLIFTING,28,F,Knife,Yes
Indore,ROBBERY,35,F,Blunt Object,No
Lucknow,BURGLARY,49,F,None,Yes
Lucknow,CYBERCRIME,79,F,Poison,No
Kolkata,DOMESTIC VIOLENCE,37,F,Explosives,Yes
Delhi,PUBLIC INTOXICATION,77,M,Knife,No
Delhi,FIREARM OFFENSE,31,F,Knife,No
Bangalore,DRUG OFFENSE,75,F,Knife,No
Pune,BURGLARY,72,M,Blunt Object,No
Chennai,COUNTERFEITING,77,M,Poison,Yes
Hyderabad,ASSAULT,43,F,Other,Yes
Hyderabad,ASSAULT,37,F,Knife,Yes
Indore,CYBERCRIME,11,F,Other,Yes
Ghaziabad,IDENTITY THEFT,22,F,Poison,Yes
Surat,COUNTERFEITING,28,M,Other,No
Hyderabad,HOMICIDE,57,F,Poison,Yes
Chennai,VANDALISM,62,M,Knife,Yes
Ahmedabad,BURGLARY,56,M,Poison,No
Kolkata,SEXUAL ASSAULT,66,F,Explosives,No
Bangalore,BURGLARY,38,M,Other,No
Kanpur,EXTORTION,30,M,Knife,Yes
Kolkata,SEXUAL ASSAULT,68,F,Explosives,Yes
Ghaziabad,EXTORTION,64,M,Poison,No
Kanpur,VEHICLE - STOLEN,40,F,Other,No
Kolkata,IDENTITY THEFT,70,F,Other,Yes
Delhi,COUNTERFEITING,18,F,Explosives,No
Kolkata,COUNTERFEITING,10,F,Firearm,No
Kolkata,HOMICIDE,12,M,Blunt Object,No
Kolkata,ASSAULT,33,F,Poison,Yes
Jaipur,SHOPLIFTING,22,F,Explosives,No
Ghaziabad,SHOPLIFTING,54,F,Other,Yes
Delhi,BURGLARY,32,F,Poison,Yes
Chennai,IDENTITY THEFT,71,M,Knife,No
Delhi,VEHICLE - STOLEN,43,F,Explosives,Yes
Hyderabad,SEXUAL ASSAULT,49,M,Explosives,Yes
Mumbai,ARSON,54,F,None,Yes
Kolkata,TRAFFIC VIOLATION,27,F,Other,No
Delhi,TRAFFIC VIOLATION,19,M,Poison,No
Pune,PUBLIC INTOXICATION,51,F,None,No
Bangalore,KIDNAPPING,56,F,Other,No
Chennai,CYBERCRIME,33,F,Firearm,No
Kolkata,PUBLIC INTOXICATION,22,F,Blunt Object,No
Jaipur,FIREARM OFFENSE,36,F,Other,No
Hyderabad,COUNTERFEITING,12,F,Poison,No
Kalyan,HOMICIDE,26,F,Explosives,Yes
Lucknow,SEXUAL ASSAULT,55,F,Poison,No
Delhi,VANDALISM,25,F,Other,Yes
Thane,SEXUAL ASSAULT,66,F,Explosives,Yes
Delhi,IDENTITY THEFT,55,F,Knife,Yes
Mumbai,BURGLARY,24,F,Knife,Yes
Mumbai,CYBERCRIME,20,F,None,No
Delhi,CYBERCRIME,50,F,Explosives,No
Mumbai,PUBLIC INTOXICATION,24,M,Poison,No
Ahmedabad,VANDALISM,10,F,Poison,No
Mumbai,ARSON,62,M,Knife,No
Bangalore,ILLEGAL POSSESSION,59,F,Firearm,No
Delhi,IDENTITY THEFT,70,M,Blunt Object,No
Bangalore,SEXUAL ASSAULT,62,M,Poison,No
Delhi,SHOPLIFTING,71,M,Firearm,No
Pune,ARSON,32,F,Blunt Object,No
Kanpur,ROBBERY,52,F,Knife,Yes
Ahmedabad,DOMESTIC VIOLENCE,50,M,Other,Yes
Thane,BURGLARY,18,F,Poison,Yes
Ludhiana,FIREARM OFFENSE,18,F,Explosives,Yes
Nagpur,BURGLARY,32,M,Poison,No
Hyderabad,FRAUD,17,F,Knife,No
Ahmedabad,DOMESTIC VIOLENCE,76,F,Firearm,No
Delhi,CYBERCRIME,27,M,Explosives,No
Visakhapatnam,ROBBERY,28,F,Knife,Yes
Kolkata,VANDALISM,79,M,Knife,Yes
Delhi,PUBLIC INTOXICATION,55,F,Poison,No
Chennai,SEXUAL ASSAULT,29,F,Knife,No
Thane,DOMESTIC VIOLENCE,69,F,Other,Yes
Ludhiana,ILLEGAL POSSESSION,24,M,Explosives,Yes
Surat,VEHICLE - STOLEN,48,F,Other,No
Kolkata,HOMICIDE,35,M,None,No
Mumbai,TRAFFIC VIOLATION,46,F,Blunt Object,Yes
Chennai,SHOPLIFTING,32,M,Other,No
Delhi,VEHICLE - STOLEN,34,F,Blunt Object,No
Bangalore,ARSON,10,F,Other,Yes
Agra,FIREARM OFFENSE,41,F,Firearm,No
Bangalore,PUBLIC INTOXICATION,30,M,Firearm,Yes
Delhi,KIDNAPPING,54,F,Knife,No
Mumbai,FIREARM OFFENSE,77,F,Firearm,No
Surat,ASSAULT,57,M,None,Yes
Ghaziabad,KIDNAPPING,70,F,None,No
Chennai,VANDALISM,11,M,Blunt Object,Yes
Bangalore,ARSON,46,F,Knife,Yes
Meerut,COUNTERFEITING,47,F,Other,Yes
Patna,ROBBERY,21,M,Other,Yes
Delhi,PUBLIC INTOXICATION,12,M,Blunt Object,No
Chennai,EXTORTION,23,M,Knife,No
Patna,KIDNAPPING,17,F,Knife,No
Bangalore,PUBLIC INTOXICATION,56,F,Other,No
Chennai,DRUG OFFENSE,42,M,Firearm,No
Bangalore,CYBERCRIME,11,F,Poison,Yes
Surat,EXTORTION,51,M,Explosives,Yes
Bangalore,ASSAULT,51,F,Blunt Object,Yes
Bangalore,KIDNAPPING,33,M,Firearm,No
Surat,ROBBERY,16,M,Poison,Yes
Delhi,ROBBERY,27,M,Knife,Yes
Hyderabad,BURGLARY,53,M,Poison,No
Ahmedabad,BURGLARY,56,F,Explosives,No
Ahmedabad,ARSON,19,F,None,No
Agra,VANDALISM,73,M,Knife,No
Bangalore,PUBLIC INTOXICATION,22,F,Firearm,Yes
Bangalore,COUNTERFEITING,78,F,Poison,Yes
Ahmedabad,DOMESTIC VIOLENCE,62,M,Poison,Yes
Delhi,ARSON,43,M,Other,No
Mumbai,SEXUAL ASSAULT,26,F,Blunt Object,No
Bangalore,FRAUD,43,F,Knife,Yes
Delhi,FRAUD,12,F,Other,Yes
Hyderabad,SHOPLIFTING,22,M,Other,No
Agra,BURGLARY,22,F,Blunt Object,Yes
Delhi,VANDALISM,39,M,Firearm,No
Ludhiana,COUNTERFEITING,59,M,Blunt Object,Yes
Hyderabad,VEHICLE - STOLEN,51,M,Knife,No
Ahmedabad,ASSAULT,37,F,Explosives,No
Hyderabad,ILLEGAL POSSESSION,20,F,Other,Yes
Mumbai,VEHICLE - STOLEN,66,F,Poison,Yes
Delhi,FRAUD,14,F,None,Yes
Delhi,DOMESTIC VIOLENCE,50,F,None,Yes
Kolkata,CYBERCRIME,51,F,Other,Yes
Lucknow,SHOPLIFTING,67,F,Firearm,No
Kanpur,KIDNAPPING,73,F,Explosives,Yes
Nagpur,ROBBERY,31,F,Firearm,No
Ghaziabad,CYBERCRIME,15,M,Blunt Object,Yes
Visakhapatnam,ARSON,46,F,None,No
Mumbai,IDENTITY THEFT,30,F,Other,No
Kanpur,COUNTERFEITING,73,F,None,No
Mumbai,IDENTITY THEFT,32,F,Blunt Object,No
Thane,DRUG OFFENSE,68,M,Other,Yes
Chennai,ARSON,69,F,Knife,Yes
Chennai,TRAFFIC VIOLATION,43,F,Poison,Yes
Thane,BURGLARY,47,F,Poison,No
Patna,EXTORTION,17,M,Knife,No
Nagpur,DOMESTIC VIOLENCE,11,M,Other,Yes
Mumbai,VANDALISM,51,F,Knife,Yes
Ludhiana,DRUG OFFENSE,25,F,Firearm,Yes
Delhi,FRAUD,34,F,Blunt Object,No
Mumbai,IDENTITY THEFT,34,M,Explosives,Yes
Bhopal,PUBLIC INTOXICATION,78,F,None,Yes
Visakhapatnam,FRAUD,70,F,Explosives,Yes
Hyderabad,FRAUD,12,F,Firearm,No
Delhi,FRAUD,15,F,Explosives,Yes
Delhi,IDENTITY THEFT,54,F,Explosives,No
Kolkata,ILLEGAL POSSESSION,45,F,Knife,No
Delhi,VEHICLE - STOLEN,11,M,Blunt Object,No
Delhi,DRUG OFFENSE,35,F,Knife,No
Kolkata,ILLEGAL POSSESSION,40,F,None,Yes
Hyderabad,DRUG OFFENSE,25,F,None,No
Mumbai,BURGLARY,44,F,Blunt Object,Yes
Thane,FRAUD,52,F,Other,No
Nagpur,ILLEGAL POSSESSION,46,M,Knife,Yes
Surat,ILLEGAL POSSESSION,25,M,Blunt Object,Yes
Lucknow,ARSON,62,F,Poison,Yes
Indore,VEHICLE - STOLEN,41,F,Firearm,Yes
Nagpur,ARSON,63,M,Poison,No
Pune,FRAUD,19,F,Blunt Object,No
Bhopal,SEXUAL ASSAULT,12,F,Other,No
Delhi,SHOPLIFTING,77,M,None,No
Srinagar,KIDNAPPING,50,F,Explosives,No
Delhi,VANDALISM,62,M,None,No
Lucknow,SHOPLIFTING,42,F,Poison,No
Hyderabad,TRAFFIC VIOLATION,23,F,Knife,No
Bhopal,KIDNAPPING,12,F,Blunt Object,No
Mumbai,ILLEGAL POSSESSION,57,F,Knife,No
Mumbai,PUBLIC INTOXICATION,73,M,Blunt Object,Yes
Chennai,KIDNAPPING,73,M,None,No
Mumbai,COUNTERFEITING,52,M,Other,No
Thane,KIDNAPPING,20,M,Explosives,No
Bangalore,SHOPLIFTING,15,M,Other,No
Mumbai,DOMESTIC VIOLENCE,14,F,Other,Yes
Bangalore,COUNTERFEITING,57,M,Blunt Object,Yes
Surat,CYBERCRIME,53,M,Other,No
Chennai,FIREARM OFFENSE,46,M,Explosives,Yes
Kolkata,FRAUD,29,F,Blunt Object,Yes
Mumbai,CYBERCRIME,43,F,None,No
Ludhiana,EXTORTION,75,F,Poison,No
Bhopal,FIREARM OFFENSE,20,F,Explosives,No
Nagpur,HOMICIDE,60,M,None,No
Ghaziabad,FIREARM OFFENSE,64,M,Explosives,No
Kanpur,VEHICLE - STOLEN,16,F,Other,Yes
Hyderabad,ASSAULT,67,F,Knife,No
Ahmedabad,SEXUAL ASSAULT,37,F,None,Yes
Kanpur,SHOPLIFTING,62,F,None,No
Hyderabad,FIREARM OFFENSE,76,F,Blunt Object,Yes
Pune,FRAUD,13,F,Blunt Object,No
Kolkata,ASSAULT,34,F,Other,Yes
Kolkata,BURGLARY,65,M,Other,No
Ghaziabad,COUNTERFEITING,54,M,Other,No
Bangalore,PUBLIC INTOXICATION,68,F,Knife,Yes
Bhopal,VEHICLE - STOLEN,18,F,Blunt Object,No
Pune,DOMESTIC VIOLENCE,46,F,Explosives,No
Agra,SEXUAL ASSAULT,75,M,Explosives,No
Indore,FIREARM OFFENSE,19,M,None,No
Nashik,TRAFFIC VIOLATION,67,F,Firearm,Yes
Kanpur,SHOPLIFTING,38,F,Other,No
Mumbai,CYBERCRIME,14,M,Knife,Yes
Chennai,DOMESTIC VIOLENCE,16,F,Poison,Yes
Hyderabad,SEXUAL ASSAULT,36,F,Knife,No
Patna,ARSON,52,M,Knife,No
Pune,ARSON,28,F,Other,Yes
Delhi,VEHICLE - STOLEN,41,F,Knife,No
Kolkata,TRAFFIC VIOLATION,66,M,Other,Yes
Hyderabad,HOMICIDE,35,F,Firearm,No
Surat,DRUG OFFENSE,22,M,Explosives,Yes
Visakhapatnam,ARSON,63,F,Poison,Yes
Ludhiana,EXTORTION,72,F,Firearm,Yes
Chennai,IDENTITY THEFT,52,F,Firearm,No
Kalyan,DOMESTIC VIOLENCE,23,F,Poison,Yes
Hyderabad,COUNTERFEITING,28,F,None,Yes
Jaipur,VEHICLE - STOLEN,36,F,Firearm,No
Nashik,SEXUAL ASSAULT,27,F,None,No
Pune,PUBLIC INTOXICATION,53,M,Poison,Yes
Chennai,FRAUD,36,F,Knife,No
Mumbai,FIREARM OFFENSE,49,M,Knife,Yes
Chennai,VEHICLE - STOLEN,52,F,None,Yes
Bangalore,VANDALISM,13,M,Explosives,Yes
Surat,ARSON,75,M,Explosives,Yes
Delhi,TRAFFIC VIOLATION,10,F,Poison,Yes
Mumbai,VANDALISM,38,F,Other,No
Kolkata,KIDNAPPING,32,F,Blunt Object,Yes
Mumbai,DOMESTIC VIOLENCE,67,M,Firearm,Yes
Bangalore,BURGLARY,72,F,None,No
Kanpur,KIDNAPPING,12,M,Knife,Yes
Nashik,DOMESTIC VIOLENCE,45,F,Knife,Yes
Lucknow,CYBERCRIME,74,M,Poison,Yes
Mumbai,VANDALISM,15,M,None,No
Indore,SEXUAL ASSAULT,50,F,Blunt Object,Yes
Thane,SHOPLIFTING,59,F,Firearm,Yes
Ahmedabad,BURGLARY,66,F,None,Yes
Pune,SEXUAL ASSAULT,71,F,Blunt Object,Yes
Mumbai,VANDALISM,22,F,Knife,Yes
Kolkata,SHOPLIFTING,57,M,Knife,No
Srinagar,DRUG OFFENSE,65,F,Blunt Object,Yes
Ludhiana,HOMICIDE,59,F,Firearm,No
Bangalore,IDENTITY THEFT,60,F,Other,No
Mumbai,SEXUAL ASSAULT,76,F,None,No
Bhopal,SEXUAL ASSAULT,58,M,Poison,No
Nagpur,TRAFFIC VIOLATION,72,M,Other,No
Chennai,ILLEGAL POSSESSION,65,M,Knife,No
Mumbai,TRAFFIC VIOLATION,75,F,Explosives,No
Chennai,COUNTERFEITING,10,M,Other,Yes
Hyderabad,CYBERCRIME,42,F,Poison,No
Thane,VANDALISM,73,F,Poison,No
Bangalore,IDENTITY THEFT,25,F,Poison,Yes
Chennai,VANDALISM,45,F,Explosives,Yes
Chennai,DRUG OFFENSE,38,M,Knife,Yes
Delhi,VEHICLE - STOLEN,17,M,Other,Yes
Pune,ILLEGAL POSSESSION,70,M,Knife,No
Mumbai,FRAUD,27,M,Blunt Object,No
Bangalore,ARSON,62,M,Firearm,No
Lucknow,ROBBERY,79,M,Poison,No
Bangalore,IDENTITY THEFT,79,F,Explosives,Yes
Vasai,ROBBERY,19,M,Firearm,Yes
Delhi,ARSON,37,F,Blunt Object,Yes
Kolkata,ROBBERY,31,M,Knife,No
Hyderabad,TRAFFIC VIOLATION,34,M,Poison,Yes
Ghaziabad,VEHICLE - STOLEN,18,M,Blunt Object,No
Bangalore,DOMESTIC VIOLENCE,49,F,Poison,Yes
Patna,ROBBERY,42,F,Explosives,No
Pune,BURGLARY,56,F,Blunt Object,No
Bangalore,ARSON,76,F,Blunt Object,Yes
Rajkot,PUBLIC INTOXICATION,58,F,Firearm,Yes
Hyderabad,TRAFFIC VIOLATION,77,M,Knife,Yes
Delhi,ARSON,68,F,Firearm,No
Hyderabad,VEHICLE - STOLEN,63,F,Firearm,No
Surat,TRAFFIC VIOLATION,65,F,Knife,Yes
Lucknow,TRAFFIC VIOLATION,62,M,Other,Yes
Delhi,FIREARM OFFENSE,53,F,Blunt Object,No
Bangalore,EXTORTION,17,F,Firearm,Yes
Meerut,ROBBERY,67,M,Other,No
Ahmedabad,ILLEGAL POSSESSION,57,M,Explosives,Yes
Patna,HOMICIDE,74,F,None,No
Bangalore,DRUG OFFENSE,29,M,Explosives,No
Mumbai,BURGLARY,27,M,Knife,Yes
Ludhiana,EXTORTION,25,F,Knife,No
Delhi,ASSAULT,28,F,Blunt Object,Yes
Jaipur,KIDNAPPING,20,F,Firearm,Yes
Kolkata,TRAFFIC VIOLATION,44,M,Blunt Object,Yes
Kolkata,KIDNAPPING,30,F,Knife,Yes
Ahmedabad,ASSAULT,12,F,None,Yes
Srinagar,IDENTITY THEFT,40,F,Other,Yes
Ghaziabad,FIREARM OFFENSE,36,F,Firearm,Yes
Kanpur,TRAFFIC VIOLATION,74,M,Poison,Yes
Pune,SHOPLIFTING,21,F,None,No
Delhi,HOMICIDE,30,F,Other,No
Pune,FIREARM OFFENSE,72,M,Other,Yes
Surat,IDENTITY THEFT,21,F,Firearm,No
Ludhiana,BURGLARY,11,F,Explosives,Yes
Mumbai,ILLEGAL POSSESSION,58,F,None,Yes
Ghaziabad,PUBLIC INTOXICATION,27,F,Knife,No
Faridabad,DOMESTIC VIOLENCE,15,F,None,No
Delhi,SEXUAL ASSAULT,36,F,Poison,No
Mumbai,ROBBERY,16,F,Firearm,Yes
Hyderabad,VEHICLE - STOLEN,18,F,Poison,No
Vasai,DOMESTIC VIOLENCE,37,F,Firearm,No
Surat,EXTORTION,52,F,Knife,Yes
Bangalore,BURGLARY,49,F,Blunt Object,No
Kolkata,FIREARM OFFENSE,16,F,Other,Yes
Varanasi,VANDALISM,15,F,Firearm,Yes
Lucknow,TRAFFIC VIOLATION,23,F,Poison,No
Lucknow,BURGLARY,75,M,None,Yes
Chennai,DOMESTIC VIOLENCE,58,M,Knife,Yes
Ghaziabad,IDENTITY THEFT,52,F,Knife,Yes
Rajkot,ASSAULT,26,F,Blunt Object,Yes
Patna,IDENTITY THEFT,36,F,Poison,Yes
Delhi,ASSAULT,73,F,Poison,No
Jaipur,ROBBERY,61,F,Explosives,No
Hyderabad,CYBERCRIME,64,M,Poison,Yes
Pune,CYBERCRIME,25,F,Knife,No
Bangalore,VANDALISM,76,M,Poison,No
Hyderabad,FRAUD,55,F,Knife,Yes
Faridabad,PUBLIC INTOXICATION,44,F,Blunt Object,Yes
Delhi,VEHICLE - STOLEN,11,M,Poison,Yes
Lucknow,HOMICIDE,72,F,Blunt Object,Yes
Delhi,DRUG OFFENSE,63,M,Blunt Object,No
Hyderabad,ROBBERY,79,M,Poison,Yes
Delhi,BURGLARY,49,M,Knife,No
Delhi,SHOPLIFTING,20,M,Other,No
Mumbai,SHOPLIFTING,69,M,Explosives,Yes
Hyderabad,BURGLARY,61,F,Poison,Yes
Hyderabad,VEHICLE - STOLEN,33,M,Firearm,Yes
Hyderabad,CYBERCRIME,23,F,None,Yes
Jaipur,TRAFFIC VIOLATION,48,F,Blunt Object,No
Bhopal,COUNTERFEITING,29,M,Firearm,No
Kolkata,HOMICIDE,71,F,None,Yes
Delhi,ARSON,41,F,Blunt Object,No
Kanpur,KIDNAPPING,32,F,Firearm,Yes
Kolkata,CYBERCRIME,41,F,Poison,Yes
Surat,CYBERCRIME,57,F,Explosives,No
Delhi,SEXUAL ASSAULT,50,F,Explosives,Yes
Lucknow,DRUG OFFENSE,15,F,Other,Yes
Surat,VANDALISM,37,M,None,Yes
Mumbai,FRAUD,70,F,Poison,Yes
Bangalore,VEHICLE - STOLEN,32,M,None,No
Delhi,HOMICIDE,34,F,None,No
Bangalore,VANDALISM,72,M,Blunt Object,No
Mumbai,FRAUD,23,F,Explosives,Yes
Kolkata,FRAUD,55,M,Other,Yes
Delhi,FRAUD,37,M,Poison,Yes
Lucknow,DRUG OFFENSE,66,F,Other,Yes
Chennai,ASSAULT,14,F,Explosives,Yes
Indore,VANDALISM,32,M,Poison,No
Jaipur,DOMESTIC VIOLENCE,61,F,Knife,Yes
Mumbai,KIDNAPPING,15,F,Explosives,Yes
Nagpur,FRAUD,60,F,Knife,No
Ghaziabad,ASSAULT,35,F,Poison,No
Bhopal,ROBBERY,69,M,Other,Yes
Nagpur,COUNTERFEITING,42,F,Other,Yes
Jaipur,SHOPLIFTING,50,M,Firearm,Yes
Mumbai,ASSAULT,44,F,Poison,Yes
Mumbai,SEXUAL ASSAULT,32,F,None,Yes
Kanpur,BURGLARY,36,M,Blunt Object,Yes
Kolkata,ASSAULT,79,F,Blunt Object,No
Pune,FIREARM OFFENSE,54,F,Poison,Yes
Kanpur,HOMICIDE,44,M,Other,No
Nagpur,ROBBERY,44,F,Poison,Yes
Mumbai,ASSAULT,72,F,Knife,No
Delhi,DRUG OFFENSE,26,F,Blunt Object,No
Kolkata,DRUG OFFENSE,30,F,Other,No
Hyderabad,ROBBERY,14,M,Firearm,Yes
Delhi,CYBERCRIME,47,M,None,No
Jaipur,ROBBERY,30,M,Poison,Yes
Mumbai,SEXUAL ASSAULT,14,M,Explosives,Yes
Bhopal,FIREARM OFFENSE,46,F,Knife,No
Mumbai,VANDALISM,41,M,None,No
Bangalore,SHOPLIFTING,21,F,Blunt Object,No
Mumbai,ARSON,60,F,Poison,No
Lucknow,CYBERCRIME,67,M,None,No
Surat,BURGLARY,15,M,Explosives,Yes
Delhi,SHOPLIFTING,73,F,Poison,Yes
Hyderabad,PUBLIC INTOXICATION,64,F,Poison,No
Chennai,DOMESTIC VIOLENCE,31,F,Explosives,Yes
Patna,COUNTERFEITING,43,M,None,Yes
Ahmedabad,VEHICLE - STOLEN,14,F,Firearm,No
Kolkata,COUNTERFEITING,70,F,Poison,No
Pune,COUNTERFEITING,60,M,None,Yes
Jaipur,IDENTITY THEFT,42,F,Firearm,No
Lucknow,SHOPLIFTING,41,F,Firearm,Yes
Surat,PUBLIC INTOXICATION,63,F,Blunt Object,No
Bangalore,SHOPLIFTING,34,F,Firearm,No
Pune,HOMICIDE,55,M,Other,No
Chennai,HOMICIDE,55,F,Other,No
Pune,HOMICIDE,55,F,Blunt Object,No
Faridabad,KIDNAPPING,34,F,Blunt Object,No
Lucknow,ROBBERY,38,F,Explosives,Yes
Kolkata,COUNTERFEITING,55,F,Firearm,No
Bangalore,DRUG OFFENSE,56,M,Poison,Yes
Delhi,VANDALISM,39,F,Blunt Object,No
Mumbai,BURGLARY,65,F,None,No
Ahmedabad,CYBERCRIME,53,F,Blunt Object,Yes
Jaipur,HOMICIDE,62,M,Explosives,No
Surat,FRAUD,18,F,Knife,Yes
Bhopal,COUNTERFEITING,52,M,Knife,Yes
Delhi,VANDALISM,27,M,Other,No
Mumbai,ARSON,41,F,Firearm,Yes
Surat,CYBERCRIME,77,F,None,No
Kanpur,ROBBERY,23,F,None,No
Jaipur,VANDALISM,36,M,Explosives,No
